Brand,Model,Fuel_Type,Year,Kilometers_Driven,Engine,Price
Hyundai,Elite,Petrol,2016,56911,1197,654000
Toyota,Innova,Diesel,2015,147848,2494,1320000
Ford,Mustang,Petrol,2018,21290,4951,5680000
Toyota,Innova,Diesel,2019,14076,2755,1939999
Maruti,Zen,Petrol,2007,75180,1061,165000
Maruti,Swift,Diesel,2013,92000,1248,434999
Fiat,Avventura,Diesel,2015,57266,1248,650000
Maruti,Zen,Petrol,2007,64000,998,111000
Renault,Duster,Diesel,2013,41000,1461,550000
Mitsubishi,Pajero,Diesel,2012,45999,2835,1100000
Maruti,Celerio,Petrol,2015,50000,998,390000
Tata,Indica,Diesel,2013,70000,1405,180000
Hyundai,Elite,Petrol,2016,37540,1197,622000
Maruti,Celerio,Petrol,2014,44000,998,430000
Hyundai,Grand,Petrol,2017,22500,1197,599000
Hyundai,i20,Petrol,2017,17431,1197,600000
Hyundai,Verna,Petrol,2014,61566,1591,585000
Land,Rover,Diesel,2014,61730,2179,1994000
Maruti,Swift,Petrol,2009,68000,1298,290000
Honda,Amaze,Petrol,2014,29000,1198,425000
Toyota,Corolla,Diesel,2010,156210,1364,599000
Honda,Amaze,Diesel,2013,46500,1498,330000
Audi,A6,Diesel,2009,52830,2967,808000
Maruti,Wagon,Petrol,2017,39867,998,450000
Honda,Mobilio,Diesel,2014,58972,1498,650000
Honda,CR-V,Petrol,2006,66000,2354,390000
Hyundai,Verna,Petrol,2013,52000,1591,525000
Hyundai,Santa,Diesel,2014,58000,2199,1700000
Hyundai,i10,Petrol,2012,58000,1197,350000
Ford,Fusion,Diesel,2008,75000,1399,300000
Hyundai,i10,Petrol,2015,41008,1197,487000
Hyundai,Xcent,Diesel,2014,65000,1120,600000
Skoda,Superb,Diesel,2015,19000,1968,1550000
Ford,Fiesta,Petrol,2008,74000,1388,160000
Maruti,Baleno,Petrol,2017,33000,1197,725000
Skoda,Laura,Diesel,2010,95000,1896,325000
Volkswagen,Vento,Diesel,2012,34000,1498,340000
Audi,Q7,Diesel,2014,102865,2967,3050000
Hyundai,Verna,Petrol,2016,52378,1591,797000
Mercedes-Benz,New,Diesel,2012,38000,2143,1351000
Honda,Amaze,Diesel,2015,60334,1498,543000
Ford,Fiesta,Petrol,2010,107000,1388,260000
Hyundai,i20,Petrol,2013,445000,1197,445000
Maruti,Alto,Petrol,2017,2196,796,275000
BMW,5,Petrol,2010,24000,2996,875000
Fiat,Grande,Petrol,2015,44846,1368,541000
Maruti,Dzire,Diesel,2018,64035,1248,855000
Mahindra,XUV500,Diesel,2014,45600,2179,825000
Volvo,XC90,Diesel,2014,102001,2400,2358000
Hyundai,i10,Petrol,2014,47439,1197,449000
Toyota,Fortuner,Diesel,2010,193254,2982,1299000
Tata,Nano,Petrol,2016,29000,624,280000
Renault,Lodgy,Diesel,2016,51681,1461,843000
Audi,Q7,Diesel,2015,50000,2967,4750000
Honda,City,Petrol,2016,42666,1497,894999
Renault,Duster,Diesel,2013,65000,1461,550000
Honda,Amaze,Petrol,2014,18776,1198,475000
Honda,Amaze,Petrol,2016,6714,1198,475000
BMW,3,Petrol,2009,40000,1995,950000
Maruti,Ritz,Diesel,2011,88539,1248,377000
Honda,City,Petrol,2012,65055,1497,425000
BMW,3,Diesel,2014,23000,1995,1989999
Volkswagen,Jetta,Diesel,2009,60000,1896,400000
Maruti,Swift,Petrol,2013,59350,1197,416000
Jaguar,XF,Diesel,2015,19000,2179,3800000
Hyundai,Xcent,Petrol,2016,45560,1197,634000
Toyota,Innova,Diesel,2009,118000,2494,450000
Maruti,Eeco,Petrol,2016,55000,1196,375000
Audi,A4,Diesel,2012,60000,1968,1019999
Toyota,Innova,Diesel,2007,145000,2494,500000
Maruti,Grand,Petrol,2008,46810,1995,395000
Volkswagen,Vento,Diesel,2016,62767,1498,975000
Hyundai,Elite,Petrol,2018,18553,1197,793000
Ford,Fiesta,Diesel,2011,143143,1399,210000
Mitsubishi,Pajero,Diesel,2015,53497,2477,1642000
Hyundai,Santa,Diesel,2011,148000,2199,890000
Mahindra,XUV500,Diesel,2012,95000,2179,721000
Toyota,Innova,Diesel,2015,100000,2494,1350000
Mercedes-Benz,GLE,Diesel,2016,29000,2987,6500000
Mahindra,Scorpio,Diesel,2014,87000,2179,740000
Honda,City,Petrol,2014,56838,1497,515000
Mercedes-Benz,GL-Class,Diesel,2013,100000,2987,3200000
Honda,City,Petrol,2011,125000,1497,325000
Maruti,Wagon,Petrol,2017,17000,998,395000
Tata,Indigo,Petrol,2013,70000,1193,150000
Hyundai,i20,Petrol,2010,50000,1197,300000
Honda,Jazz,Petrol,2010,39800,1198,199000
Maruti,A-Star,Petrol,2010,60000,998,135000
BMW,3,Diesel,2009,58000,1995,1350000
Skoda,Yeti,Diesel,2010,110009,1968,699000
Nissan,Terrano,Diesel,2013,85000,1461,850000
Volkswagen,Polo,Diesel,2010,84000,1199,289000
BMW,3,Diesel,2011,51000,1995,1050000
Nissan,Sunny,Petrol,2013,68880,1498,397000
Maruti,Alto,Petrol,2017,5500,998,425000
Maruti,Ritz,Petrol,2016,40052,1197,617000
Audi,Q5,Diesel,2016,47293,1968,3872000
Hyundai,Verna,Diesel,2013,79663,1493,650000
Honda,Amaze,Diesel,2013,63000,1498,425000
Honda,City,Diesel,2014,45000,1498,475000
Toyota,Fortuner,Diesel,2014,56501,2755,1771000
Volkswagen,Vento,Diesel,2015,58000,1498,585000
BMW,5,Diesel,2011,51602,1995,1727000
BMW,3,Diesel,2007,74199,1995,925000
Hyundai,Creta,Petrol,2017,25000,1591,1275000
BMW,3,Diesel,2016,70000,1995,2700000
Mercedes-Benz,New,Diesel,2013,25000,2143,2100000
Maruti,Swift,Diesel,2017,22000,1248,795000
Maruti,Celerio,Petrol,2015,47020,998,450000
BMW,3,Diesel,2017,8000,1995,3375000
Audi,Q7,Diesel,2010,73000,4134,1751000
Honda,Jazz,Petrol,2017,36973,1199,680000
Tata,Nano,Petrol,2014,42083,624,168000
Maruti,Alto,Petrol,2016,61000,796,290000
Maruti,Wagon,Petrol,2014,43628,998,316000
Hyundai,Xcent,Diesel,2014,60000,1120,390000
Chevrolet,Beat,Petrol,2010,54000,1199,195000
Jaguar,XF,Diesel,2015,27001,2179,2652000
Volkswagen,Passat,Diesel,2010,52000,1968,900000
Hyundai,i20,Diesel,2012,80000,1396,450000
Mitsubishi,Pajero,Diesel,2008,160000,2835,875000
Maruti,Vitara,Diesel,2018,3300,1248,1150000
Maruti,Alto,Petrol,2016,35027,998,300000
Hyundai,EON,Petrol,2015,26568,814,379000
Maruti,Ciaz,Diesel,2015,59000,1248,600000
Hyundai,Creta,Diesel,2016,51000,1582,1325000
Skoda,Superb,Diesel,2012,56400,1968,800000
Volkswagen,Polo,Diesel,2015,80000,1498,580000
BMW,5,Diesel,2012,72000,1493,1385000
Toyota,Innova,Diesel,2013,107000,2494,1350000
Mercedes-Benz,E-Class,Diesel,2014,100000,2143,2500000
Volkswagen,Polo,Diesel,2016,59998,1498,549000
Audi,Q3,Diesel,2013,105000,1968,1900000
Hyundai,i20,Petrol,2011,36000,1197,250000
Hyundai,i10,Petrol,2015,24350,1086,300000
Tata,Tigor,Diesel,2018,28973,1047,664000
Hyundai,EON,Petrol,2017,8243,814,321000
Hyundai,Santro,Petrol,2009,136642,1086,155000
Hyundai,Santro,Petrol,2011,60000,1086,259000
Mahindra,Scorpio,Diesel,2008,100000,2609,400000
Honda,City,Petrol,2010,48689,1497,387000
Maruti,Vitara,Diesel,2017,45000,1248,975000
Audi,A4,Diesel,2019,38163,1968,3290999
Mercedes-Benz,E-Class,Diesel,2011,43800,2143,1675000
Honda,Civic,Petrol,2007,92000,1799,190000
Hyundai,i20,Petrol,2017,14064,1197,659000
Audi,Q3,Diesel,2017,42366,1968,3193000
Honda,City,Diesel,2014,76551,1498,725000
Hyundai,i10,Petrol,2008,72672,1086,190000
Maruti,Swift,Diesel,2015,45000,1248,355000
Ford,Endeavour,Diesel,2012,91696,2953,925000
Ford,Ikon,Petrol,2009,66484,1299,165000
BMW,X1,Diesel,2019,15456,1995,3664000
Mercedes-Benz,E-Class,Diesel,2011,55000,2143,1600000
Maruti,Eeco,CNG,2019,21112,1196,538000
Honda,Jazz,Petrol,2011,98000,1493,315000
Honda,Amaze,Diesel,2014,61297,1498,434999
Maruti,Zen,Petrol,2006,80000,993,120000
Hyundai,i20,Petrol,2013,59000,1197,409999
BMW,X5,Diesel,2009,150000,2993,1875000
Hyundai,Creta,Diesel,2017,60083,1582,1378000
Maruti,Swift,Diesel,2016,85450,1248,400000
Maruti,Swift,Diesel,2013,88000,1248,433000
Hyundai,Grand,Diesel,2015,81828,1186,543000
Ford,Figo,Petrol,2016,18000,1196,490000
BMW,X5,Diesel,2017,15000,2993,7000000
Mercedes-Benz,New,Diesel,2016,34000,2143,2550000
Hyundai,Grand,Petrol,2015,46000,1197,509999
Hyundai,Verna,Diesel,2013,48158,1582,670000
BMW,5,Diesel,2013,93000,2993,2650000
Nissan,Micra,Diesel,2013,71007,1461,390000
Maruti,SX4,Petrol,2010,63067,1586,270000
Tata,Manza,Diesel,2011,70259,1248,295000
Audi,A4,Diesel,2015,13000,1968,2300000
Maruti,Swift,Diesel,2009,140000,1248,249000
Maruti,Swift,Diesel,2015,130000,1248,450000
Toyota,Corolla,Diesel,2011,89401,1364,450000
Honda,Jazz,Diesel,2015,67000,1498,690000
BMW,6,Petrol,2010,65329,4395,2072000
Skoda,Fabia,Petrol,2010,72000,1198,221000
Fiat,Siena,Petrol,2001,70000,1242,55000
Land,Rover,Diesel,2011,82000,2179,1390000
Ford,Fiesta,Petrol,2010,85000,1596,146000
Hyundai,Verna,Diesel,2012,83000,1582,600000
Renault,KWID,Petrol,2016,26000,999,300000
Tata,Indica,Diesel,2012,27000,1248,350000
Hyundai,i20,Diesel,2018,37746,1396,759000
Maruti,SX4,Petrol,2009,63274,1586,199000
Renault,KWID,Petrol,2016,25000,799,380000
Mahindra,Xylo,Diesel,2013,197000,2498,400000
Hyundai,EON,Petrol,2013,45010,814,295000
Honda,Amaze,Diesel,2013,75348,1498,375000
Volkswagen,Polo,Diesel,2010,90110,1199,250000
Honda,City,Petrol,2011,102013,1497,375000
Toyota,Fortuner,Diesel,2015,36000,2982,2200000
Honda,Amaze,Petrol,2017,37578,1198,614000
BMW,1,Diesel,2015,46001,1995,1600000
Maruti,Celerio,Petrol,2014,46559,998,375000
Toyota,Innova,Diesel,2015,48000,2494,1175000
Jaguar,XF,Diesel,2013,46000,2179,2400000
Honda,WRV,Petrol,2017,15000,1199,890000
BMW,X1,Diesel,2012,85000,1995,1000000
Skoda,Rapid,Petrol,2014,32000,1598,555000
Volkswagen,Vento,Petrol,2012,60818,1598,359000
Ford,EcoSport,Diesel,2019,35188,1498,1113000
Mahindra,XUV500,Diesel,2012,110000,2179,720000
Ford,Fiesta,Diesel,2014,61000,1388,298000
Hyundai,Santro,Petrol,2010,75000,1086,170000
Mercedes-Benz,GL-Class,Diesel,2015,55000,2987,5200000
Maruti,Alto,Petrol,2003,69966,796,95000
Honda,City,Petrol,2016,42000,1497,925000
Hyundai,Santa,Diesel,2014,48000,2199,1625000
Mercedes-Benz,GLA,Diesel,2015,35000,2143,2099000
Toyota,Innova,Diesel,2005,128000,2494,425000
BMW,3,Diesel,2008,78000,1995,720000
Maruti,Swift,Petrol,2011,53080,1197,440000
Volkswagen,Vento,Petrol,2011,66000,1598,425000
Maruti,Ertiga,Petrol,2012,25000,1373,535000
Hyundai,Grand,Petrol,2016,36139,1197,630000
Hyundai,Creta,Diesel,2017,44000,1582,1250000
Audi,A6,Diesel,2008,50000,2967,750000
Mahindra,XUV500,Diesel,2016,81177,1997,1125000
Ford,EcoSport,Petrol,2016,26000,1499,765000
Hyundai,Xcent,Diesel,2016,100000,1120,450000
Volkswagen,Vento,Diesel,2014,75000,1498,750000
Mercedes-Benz,S-Class,Petrol,2004,119859,2987,710000
Hyundai,i10,Petrol,2010,55980,1197,225000
Audi,A4,Diesel,2015,30000,1968,2700000
Hyundai,i20,Diesel,2012,49700,1396,418000
Hyundai,Verna,Diesel,2013,79000,1396,650000
Honda,City,Petrol,2010,65100,1497,315000
Maruti,Ertiga,Diesel,2016,54161,1248,764000
Maruti,Alto,Petrol,2011,28619,796,240000
Maruti,Wagon,Petrol,2016,9000,998,425000
Hyundai,Verna,Diesel,2016,42876,1582,931000
Maruti,Alto,Petrol,2011,64000,796,239000
Volkswagen,Vento,Petrol,2018,20488,1598,764000
Maruti,Baleno,Petrol,2016,21000,1197,621000
Land,Rover,Diesel,2012,119203,2179,1650000
Honda,CR-V,Petrol,2011,55987,1997,822000
Toyota,Fortuner,Diesel,2017,72668,2755,2885000
Honda,City,Petrol,2015,32000,1497,850000
Mercedes-Benz,SLK-Class,Petrol,2014,3000,5461,9000000
Honda,City,Petrol,2015,10400,1497,651000
Maruti,Swift,Diesel,2013,35000,1248,465000
Toyota,Corolla,Petrol,2013,55101,1794,840000
Toyota,Etios,Diesel,2014,57464,1364,575000
Maruti,Wagon,Petrol,2006,110000,998,111000
Fiat,Punto,Petrol,2017,17941,1493,393000
Mercedes-Benz,E-Class,Petrol,2014,72000,1991,1725000
Jaguar,XF,Diesel,2012,16000,2179,3200000
Hyundai,i20,Petrol,2011,62020,1197,345000
Land,Rover,Diesel,2014,85000,2179,2300000
Hyundai,Elite,Petrol,2018,14223,1197,732000
Honda,Amaze,Petrol,2014,41210,1198,440000
Mercedes-Benz,M-Class,Diesel,2015,20000,2987,4735000
Maruti,Alto,Petrol,2016,18043,796,412000
Toyota,Innova,Diesel,2016,80000,2755,1950000
Hyundai,Grand,Petrol,2016,21000,1197,620000
BMW,X3,Diesel,2016,49000,2993,4500000
Maruti,1000,Petrol,1998,104000,970,85000
Hyundai,i20,Petrol,2010,95000,1197,280000
Hyundai,Grand,Petrol,2015,32000,1197,480000
Hyundai,Santro,Petrol,2003,80000,1493,90000
Ford,Fiesta,Diesel,2014,122800,1498,565000
Mercedes-Benz,E-Class,Diesel,2011,78000,2148,1450000
Maruti,Swift,Diesel,2015,69000,1248,590000
Toyota,Etios,Diesel,2015,65000,1364,500000
Hyundai,Xcent,Petrol,2015,23000,1197,490000
Honda,Civic,Petrol,2009,70000,1799,425000
Toyota,Innova,Diesel,2014,250000,2494,1090000
Hyundai,Accent,Petrol,2012,56000,1495,245000
Maruti,Alto,Petrol,2013,30000,796,250000
Mercedes-Benz,SL-Class,Petrol,2010,35000,5461,2950000
Ford,Ecosport,Diesel,2013,92250,1498,575000
Hyundai,Xcent,Petrol,2018,40000,1197,500000
Skoda,Rapid,Petrol,2014,96848,1598,462000
Audi,Q3,Diesel,2016,42000,1968,2350000
Mahindra,XUV500,Diesel,2013,55886,2179,725000
Hyundai,Verna,Petrol,2019,12336,1591,1188000
Hyundai,Verna,Petrol,2009,60000,1599,225000
Ford,Ikon,Petrol,2003,83000,1597,85000
Nissan,Micra,Petrol,2018,24000,1198,400000
Honda,Brio,Petrol,2016,32198,1198,509999
Toyota,Innova,Diesel,2014,92247,2494,1250000
Volkswagen,Vento,Diesel,2011,121311,1498,290000
Mahindra,XUV500,Diesel,2016,66296,2179,1596000
Hyundai,Xcent,Petrol,2015,41000,1197,545000
Ford,Endeavour,Diesel,2017,38681,2198,2386000
Chevrolet,Spark,Petrol,2008,43761,995,175000
Maruti,Ertiga,Diesel,2017,17400,1248,975000
Honda,Amaze,Diesel,2013,61510,1498,475000
Honda,City,Petrol,2014,60000,1497,625000
Mini,Cooper,Diesel,2014,35165,1998,2200000
Toyota,Corolla,Petrol,2016,41617,1794,1414000
Hyundai,Santro,Petrol,2005,45000,1086,95000
Skoda,Superb,Petrol,2014,65000,1798,1195000
Maruti,Wagon,Petrol,2011,68000,998,250000
Hyundai,i10,Petrol,2013,49000,1086,275000
Tata,Tiago,Petrol,2019,16698,1199,585000
Maruti,Baleno,Petrol,2016,30965,1197,625000
Volkswagen,Vento,Petrol,2014,56058,1598,495000
Hyundai,Grand,Petrol,2017,15356,1197,475000
Ford,Figo,Diesel,2013,54000,1399,254999
Honda,Civic,Petrol,2011,47000,1799,450000
Maruti,Alto,Petrol,2015,21652,796,301000
Land,Rover,Diesel,2016,52000,1999,4200000
Audi,A6,Diesel,2010,35010,2698,1150000
Mercedes-Benz,E-Class,Diesel,2006,76662,2987,1099000
Honda,City,Petrol,2009,89000,1497,371000
Honda,CR-V,Petrol,2006,80000,2354,200000
Maruti,Ciaz,Diesel,2018,39023,1248,948000
Maruti,Wagon,Petrol,2004,62000,998,125000
Hyundai,Creta,Diesel,2015,78046,1582,1090000
Maruti,Ciaz,Diesel,2015,34400,1248,550000
Hyundai,EON,Petrol,2016,64624,814,371000
Maruti,Ertiga,Petrol,2014,69192,1373,625000
Volkswagen,Vento,Diesel,2012,55000,1598,490000
Honda,City,Petrol,2005,81000,1493,110000
Volkswagen,Polo,Petrol,2016,36733,1198,472000
Maruti,Alto,CNG,2017,24310,796,370000
Mercedes-Benz,GLA,Diesel,2016,43022,2143,2485000
Hyundai,Santa,Diesel,2013,74000,2199,1225000
Maruti,Swift,Diesel,2014,47000,1248,390000
Hyundai,Elite,Petrol,2017,37460,1197,628000
Mahindra,Xylo,Diesel,2011,130000,2498,275000
Hyundai,Grand,Petrol,2017,31576,1197,785000
Volkswagen,Vento,Petrol,2011,66000,1598,295000
Honda,Accord,Petrol,2008,79000,2354,484999
Mercedes-Benz,S-Class,Diesel,2011,47140,2925,3000000
Mercedes-Benz,B,Diesel,2016,36610,2143,1989999
Hyundai,Creta,Diesel,2016,93000,1582,1080000
Maruti,Alto,Petrol,2007,52195,796,175000
Audi,A3,Diesel,2016,20003,1968,1925000
Renault,Duster,Diesel,2013,66314,1461,550000
Ford,Fiesta,Diesel,2009,76000,1399,275000
Hyundai,Creta,Diesel,2015,29000,1582,1300000
Ford,Figo,Diesel,2011,30000,1399,320000
Volkswagen,Polo,Petrol,2013,56526,1598,584000
Volvo,V40,Diesel,2015,38000,1969,2400000
Hyundai,Verna,Diesel,2012,41000,1582,625000
BMW,7,Diesel,2009,53000,2993,3600000
Mitsubishi,Lancer,Diesel,2003,125000,1998,300000
Toyota,Fortuner,Diesel,2010,242000,2982,1100000
Maruti,Ciaz,Diesel,2015,90000,1248,650000
Maruti,Vitara,Diesel,2018,11000,1248,940000
BMW,3,Diesel,2018,21936,1995,3792000
Volkswagen,Vento,Petrol,2013,41000,1598,525000
Hyundai,i20,Petrol,2011,47000,1197,450000
BMW,X5,Diesel,2009,110000,2993,1800000
Hyundai,Xcent,Petrol,2015,45960,1197,556000
Mercedes-Benz,E-Class,Diesel,2013,48000,2143,2200000
Land,Rover,Diesel,2011,68000,2179,2200000
Hyundai,i10,Petrol,2011,41000,1197,265000
Hyundai,Verna,Diesel,2013,69573,1582,585000
Volkswagen,Jetta,Diesel,2012,115000,1968,695000
Mahindra,XUV500,Diesel,2012,47629,2179,650000
Maruti,Omni,Petrol,2004,66624,796,85000
Skoda,Superb,Petrol,2013,80000,1798,725000
Maruti,Swift,Diesel,2012,94868,1248,450000
Mahindra,Scorpio,Diesel,2010,76477,2179,425000
Mercedes-Benz,GLA,Petrol,2016,28000,1991,2600000
Mahindra,Thar,Diesel,2017,28599,2498,966000
Renault,Duster,Diesel,2013,45348,1461,685000
Audi,Q5,Diesel,2013,80127,1968,2368000
Land,Rover,Diesel,2013,68000,2179,1575000
Volkswagen,Vento,Diesel,2012,75000,1598,350000
BMW,5,Petrol,2006,48000,2979,699000
Hyundai,Elantra,Diesel,2019,41871,1582,1557000
Tata,Sumo,Diesel,2015,84931,2956,529000
Datsun,redi-GO,Petrol,2016,15000,799,225000
BMW,X5,Diesel,2009,110000,2993,2000000
BMW,6,Petrol,2011,5900,4395,4750000
Maruti,Alto,Petrol,2002,103653,1061,122000
Volkswagen,Polo,Petrol,2012,64806,1198,365000
Datsun,GO,Petrol,2016,35000,1198,310000
Hyundai,Creta,Petrol,2016,40000,1591,1150000
Maruti,Alto,Petrol,2015,23876,998,346000
Hyundai,Santa,Diesel,2013,67901,2199,838000
Volkswagen,Polo,Diesel,2014,68865,1598,480000
Honda,Amaze,Diesel,2014,71000,1498,450000
Maruti,Esteem,Petrol,2004,95000,1298,80000
Maruti,Swift,Diesel,2014,25000,1248,395000
Skoda,Rapid,Diesel,2012,180000,1598,365000
Mercedes-Benz,E-Class,Diesel,2005,131000,2987,1000000
Mahindra,Scorpio,Diesel,2011,65000,2179,400000
Nissan,Sunny,Diesel,2012,117777,1461,475000
Maruti,Swift,Petrol,2009,65000,1298,310000
Hyundai,EON,Petrol,2017,46897,814,361000
Honda,Brio,Petrol,2015,36695,1198,429000
Nissan,Micra,Petrol,2011,43000,1198,213000
Maruti,Alto,Petrol,2008,54000,796,110000
BMW,3,Diesel,2011,89000,1995,1395000
Volkswagen,Polo,Petrol,2014,7000,1198,535000
Maruti,Celerio,Petrol,2014,58470,998,390000
Maruti,Wagon,Petrol,2014,37000,1197,280000
Maruti,Ciaz,Diesel,2016,29000,1248,875000
Audi,A4,Diesel,2013,52000,1968,1950000
Honda,Brio,Petrol,2013,32807,1198,275000
Mahindra,Scorpio,Diesel,2013,86000,2179,800000
Honda,City,Diesel,2014,66500,1498,570000
BMW,X1,Diesel,2012,94000,1995,1250000
Chevrolet,Spark,Petrol,2011,29000,995,175000
Ford,Figo,Diesel,2010,107389,1399,190000
Maruti,Swift,Petrol,2015,36100,1197,450000
Mercedes-Benz,New,Diesel,2015,16329,2143,3030000
Skoda,Octavia,Diesel,2014,36000,1968,1600000
BMW,X3,Diesel,2017,41816,1995,3278000
Hyundai,EON,Petrol,2015,54680,814,250000
Audi,A4,Diesel,2017,14000,1968,4300000
Ford,Figo,Petrol,2017,23977,1196,538000
Maruti,Alto,Petrol,2013,30131,998,265000
Maruti,Alto,Petrol,2017,2530,796,330000
Mercedes-Benz,New,Diesel,2015,39000,2143,3400000
Hyundai,Santro,Petrol,2001,140000,1086,70000
Hyundai,Xcent,Diesel,2017,32257,1120,683000
Honda,Amaze,Diesel,2016,46983,1498,577000
Maruti,Swift,Diesel,2008,107000,1248,310000
Volkswagen,Polo,Petrol,2017,19000,1199,495000
Audi,A4,Diesel,2013,88000,1968,1625000
Land,Rover,Diesel,2012,84384,4367,5254000
Mahindra,XUV500,Diesel,2011,128000,2179,640000
Ford,Endeavour,Diesel,2011,71000,2499,695000
Tata,Indica,Diesel,2008,50000,1396,85000
Maruti,Baleno,Petrol,2016,16000,1197,695000
Hyundai,Xcent,Diesel,2017,82000,1120,345000
Honda,Civic,Petrol,2008,80000,1799,275000
Hyundai,i20,Petrol,2015,36000,1197,495000
Tata,Nexon,Petrol,2018,17477,1198,961999
Hyundai,i20,Petrol,2016,16725,1197,679000
Maruti,Swift,Petrol,2014,48241,1197,450000
Maruti,Wagon,Petrol,2014,52431,998,301000
Hyundai,i20,Diesel,2012,68000,1396,440000
Toyota,Fortuner,Diesel,2012,158000,2982,1748999
Hyundai,i10,Petrol,2014,31446,1197,466000
Hyundai,Grand,Petrol,2015,25000,1197,550000
Hyundai,i20,Petrol,2016,57000,1197,600000
Hyundai,Santro,Petrol,2007,76000,1086,240000
Maruti,Vitara,Diesel,2018,57078,1248,1019000
Honda,Amaze,Diesel,2016,47471,1498,525000
Mercedes-Benz,M-Class,Diesel,2014,50000,2143,4500000
Hyundai,i20,Diesel,2010,62000,1396,270000
Hyundai,i10,Petrol,2013,65807,1086,339000
Maruti,Swift,Diesel,2014,81768,1248,569000
BMW,Z4,Petrol,2018,9952,2979,5854000
Maruti,Baleno,Diesel,2017,24000,1248,840000
Chevrolet,Beat,Diesel,2012,72921,936,250000
Honda,Brio,Petrol,2012,59000,1198,325000
Ford,Figo,Diesel,2014,33000,1399,325000
Maruti,Celerio,Petrol,2016,36789,998,425000
Mercedes-Benz,New,Diesel,2014,41000,2143,1850000
Hyundai,Santro,Petrol,2007,71000,1086,240000
Honda,Brio,Petrol,2015,46650,1198,425000
Maruti,Baleno,Petrol,2018,3000,1197,885000
Hyundai,EON,Petrol,2014,14799,814,413999
Toyota,Prius,Electric,2011,44000,1798,1275000
Hyundai,i20,Diesel,2015,68525,1396,700000
Ford,Endeavour,Diesel,2018,15000,3198,3300000
Honda,City,Petrol,2017,29000,1497,1000000
Maruti,SX4,Diesel,2012,77407,1248,353000
Chevrolet,Optra,Petrol,2007,118000,1598,135000
Volkswagen,Vento,Diesel,2013,75000,1598,450000
Honda,City,Petrol,2012,69000,1497,490000
Hyundai,Creta,Diesel,2016,52553,1582,1226000
Hyundai,Xcent,Diesel,2014,58000,1120,399000
Mercedes-Benz,GLC,Diesel,2017,24000,2143,4695000
Ford,Figo,Diesel,2015,65542,1399,380000
Volkswagen,Jetta,Diesel,2013,68008,1896,675000
Mahindra,TUV,Diesel,2017,22251,1493,875000
Ford,Ecosport,Petrol,2013,55000,1499,520000
Hyundai,Verna,Petrol,2017,19387,1591,842000
Maruti,Wagon,CNG,2014,58000,998,300000
Hyundai,i20,Petrol,2016,24001,1197,575000
Audi,A4,Diesel,2008,17000,1968,975000
Nissan,Micra,Petrol,2015,28500,1198,350000
Mercedes-Benz,M-Class,Diesel,2014,66000,2143,3000000
Land,Rover,Diesel,2017,22000,2179,3500000
Hyundai,Creta,Petrol,2018,44383,1591,1325000
Skoda,Rapid,Diesel,2013,45000,1598,365000
Maruti,Swift,Diesel,2015,58000,1248,525000
Hyundai,Creta,Petrol,2016,69000,1591,969999
Hyundai,Grand,Diesel,2017,60993,1120,521000
Mahindra,TUV,Diesel,2016,67000,1493,630000
Hyundai,Grand,Diesel,2014,51134,1120,472000
BMW,X5,Diesel,2011,55000,2993,2800000
Maruti,Dzire,Diesel,2018,25082,1248,836999
Toyota,Fortuner,Diesel,2012,68350,2982,1400000
Audi,A6,Diesel,2015,50000,1968,3600000
Honda,Jazz,Diesel,2015,97000,1498,640000
Audi,Q7,Diesel,2015,56238,4134,5169000
Mahindra,Scorpio,Diesel,2014,72618,2179,800000
Chevrolet,Cruze,Diesel,2012,62005,1991,980000
Chevrolet,Beat,Diesel,2012,61250,936,270000
Audi,A4,Diesel,2014,28469,1968,2437000
Skoda,Rapid,Petrol,2018,21488,1598,972000
Maruti,Swift,Diesel,2014,197000,1248,500000
Toyota,Fortuner,Diesel,2009,138205,2982,1050000
Maruti,Swift,Diesel,2012,160000,1248,390000
Honda,City,Petrol,2012,67590,1497,565000
Mercedes-Benz,M-Class,Diesel,2012,52000,2143,2995000
Maruti,Swift,Diesel,2008,100000,1248,300000
Ford,Aspire,Diesel,2017,60048,1498,600000
Hyundai,i10,Petrol,2009,48000,1197,211000
Fiat,Punto,Petrol,2010,47000,1493,149000
Maruti,Alto,Petrol,2011,100000,796,150000
Toyota,Etios,Diesel,2013,62601,1364,467000
Maruti,Swift,Petrol,2006,80010,1197,285000
Mercedes-Benz,New,Diesel,2017,26493,2143,3364000
Tata,Indica,Diesel,2011,96000,1396,91000
Maruti,Alto,Petrol,2014,45700,796,242000
Skoda,Superb,Petrol,2005,13000,2771,325000
Volkswagen,Polo,Petrol,2013,38000,1198,280000
Maruti,Dzire,Petrol,2019,8018,1197,830000
Mahindra,Scorpio,Diesel,2010,144400,2179,525000
Maruti,Swift,Diesel,2010,152000,1248,290000
BMW,3,Diesel,2013,71000,1995,1500000
Tata,Nano,Petrol,2012,80000,624,53000
Toyota,Innova,Diesel,2014,87143,2494,1250000
Honda,Brio,Petrol,2012,25000,1198,275000
Tata,Tiago,Petrol,2018,2000,1199,500000
Mahindra,Scorpio,Diesel,2014,45239,2179,709000
BMW,5,Diesel,2011,101999,1995,1998999
Toyota,Corolla,Diesel,2014,74219,1364,1075000
Honda,City,Petrol,2016,25000,1497,944999
